pl_name,Star's name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth's received flux)
55 Cnc f,55 Cnc,2,7,Radial Velocity,2007.0,260.58,0.712899863,0.802,0.063,,48.5,,5198.0,0.98,1.015,12.5855,277.0598581,0.629052803,0.977998898
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008.0,919.86,2.51370877,2.028,0.042,,597.8352336,,4941.0,4.94,1.32,54.6599,371.8397648,13.04977919,3.17297947
61 Vir b,61 Vir,1,3,Radial Velocity,2009.0,4.215,0.011588924,0.050201,0.12,,5.1,,5577.0,0.963,0.942,8.50332,1177.793308,0.804905699,319.3892286
61 Vir c,61 Vir,1,3,Radial Velocity,2009.0,38.021,0.104511346,0.2175,0.14,,18.2,,5577.0,0.963,0.942,8.50332,565.842594,0.804905699,17.01478554
61 Vir d,61 Vir,1,3,Radial Velocity,2009.0,123.01,0.338364645,0.476,0.35,,22.9,,5577.0,0.963,0.942,8.50332,382.4915017,0.804905699,3.552475543
7 CMa b,7 CMa,1,2,Radial Velocity,2011.0,735.1,2.013612539,1.758,0.06,,587.9855,,4826.0,4.87,1.34,19.8101,387.305658,11.54242451,3.734730782
7 CMa c,7 CMa,1,2,Radial Velocity,2019.0,996.0,2.729063529,2.153,0.08,,276.5121,,4826.0,4.87,1.34,19.8101,349.9784165,11.54242451,2.490055248
70 Vir b,70 Vir,1,1,Radial Velocity,1996.0,116.688,0.319524648,0.481,0.3988,,2357.02728,,5495.0,1.89,1.09,17.9011,525.2155059,2.92202714,12.62973077
75 Cet b,75 Cet,2,2,Radial Velocity,2012.0,696.62,1.908012509,1.912,0.093,,787.896621,,4809.0,10.38,1.92,82.9613,540.2826091,51.70156214,14.14255542
75 Cet c,75 Cet,2,2,Radial Velocity,2023.0,2051.62,5.620467345,3.929,0.023,,289.8595072,,4809.0,10.38,1.92,82.9613,376.8980739,51.70156214,3.349188626
8 UMi b,8 UMi,1,1,Radial Velocity,2015.0,93.31,0.255549179,0.462,0.062,,524.4168716,,4847.0,10.73,1.51,162.552,1126.324086,57.0139818,267.1144741
81 Cet b,81 Cet,1,1,Radial Velocity,2008.0,1005.57,2.751794812,2.104,0.037,,1051.058542,,4734.0,11.21,1.23,101.26,526.8896539,56.62576595,12.79153368
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013.0,181.4,0.494974747,0.7,0.027,,1017.0,,4665.0,11.0,1.4,44.0304,891.6829228,51.41404965,104.9266319
AB Aur b,AB Aur,1,1,Imaging,2022.0,,587.3443124,93.9,0.4,,2860.455663,,9770.0,,2.4,162.127,0.0,0.0,0.0
AB Pic b,AB Pic,1,1,Imaging,2005.0,,0.0,260.0,,,4290.5,,,,,50.0475,0.0,0.0,0.0
AF Lep b,AF Lep,1,1,Imaging,2023.0,8905.0,24.4484047,8.996,0.015,,1147.360549,,,,1.218,26.8564,0.0,0.0,0.0
AT2021ueyL b,AT2021ueyL,1,1,Microlensing,2025.0,4168.69,11.47145535,4.01,,,425.8900654,,3680.0,,0.49,1040.0,0.0,0.0,0.0
AU Mic b,AU Mic,1,4,Transit,2020.0,8.46308,0.02315165,0.0649,0.00577,3.95677019,,0.0,3678.0,0.744,0.51,9.7221,600.464481,0.090882993,21.57710759
AU Mic c,AU Mic,1,4,Transit,2021.0,18.85969,0.051644557,0.1108,0.00338,2.52202066,,0.0,3678.0,0.744,0.51,9.7221,459.557429,0.090882993,7.402920745
AU Mic d,AU Mic,1,4,Transit Timing Variations,2023.0,12.73596,0.0,,0.00305,,1.053,,3678.0,0.744,0.51,9.7221,,0.090882993,
AU Mic e,AU Mic,1,4,Radial Velocity,2025.0,33.11,0.0,,,,21.1,,3665.0,0.82,0.6,9.7221,,0.10884625,
BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017.0,481.9,1.388233764,1.3,0.2,,2034.112,,4095.0,32.35,1.14,1070.63,984.9877993,264.0304673,156.2310457
BD+05 4868 A b,BD+05 4868 A,2,1,Transit,2025.0,1.271869,0.003585469,0.0208,,,6.2,,4596.0,0.69,0.7,43.5687,1276.392891,0.190593511,440.536038
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009.0,268.94,0.984110497,0.78,0.29,,330.5432,,4864.0,0.86,0.49,49.352,246.2674249,0.37141635,0.610480522
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016.0,153.22,0.420650924,0.576,0.001,,337.21763,,4649.0,8.95,1.08,768.045,883.6317266,33.57175966,101.1880295
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013.0,137.48,0.3773,0.539,0.26,,352.78,,4796.0,14.7,1.1,426.42,1207.688519,102.5749271,353.0723326
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009.0,379.63,1.04345323,1.45,0.15,,6807.63,,4137.0,49.0,2.8,1539.71,1159.607561,630.9923494,300.1152673
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009.0,621.99,1.703001657,2.01,0.18,,3963.17,,4137.0,49.0,2.8,1539.71,984.911052,630.9923494,156.1823592
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012.0,578.2,1.657181342,1.3,0.21,,1334.886,,4296.0,17.3,0.8,1322.51,755.6612054,91.46167423,54.11933386
BD+20 594 b,BD+20 594,1,1,Transit,2016.0,41.6855,0.0,,0.0,2.57807,22.2481,7.154189033,5766.0,1.08,1.67,179.461,,1.156740425,
BD+37 3172 b,BD+37 3172,1,1,Radial Velocity,2023.0,1887.76,5.178020857,4.65,0.59,,3368.981114,,4500.0,50.24,3.75,454.251,713.2180592,928.6224238,42.94704238
BD+42 2315 b,BD+42 2315,1,1,Radial Velocity,2023.0,123.05,0.337793351,0.54,0.73,,174.8056239,,4500.0,17.85,1.38,610.715,1247.516282,117.2239485,402.002567
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021.0,307.88,0.84018443,0.83,0.12,,432.2466335,,5004.0,,0.81,53.622,0.0,0.0,0.0
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011.0,392.6,1.162476387,1.0,0.2,,289.2253,,4414.0,11.0,0.74,871.493,705.895072,41.21018229,41.21018229
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018.0,733.0,2.123049564,1.7,0.76,,540.311,,4534.0,10.33,1.09,666.589,538.9130427,40.45913152,13.99969949
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015.0,2590.0,6.981554645,4.2,0.35,,508.5,,4943.0,7.6,1.52,442.042,320.6152975,30.93709111,1.753803351
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021.0,265.59,0.722536785,0.78,0.27,,228.836453,,5012.0,,0.909,52.5697,0.0,0.0,0.0
BD+60 1417 b,BD+60 1417,1,1,Imaging,2021.0,,67755.80808,1662.0,,14.68376472,4767.426105,8.297042557,4993.0,0.797,1.0,44.9543,5.272137103,0.354203426,1.2823e-07
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021.0,1198.48,3.273073449,2.06,0.88,,1258.600492,,5000.0,,0.816,38.0473,0.0,0.0,0.0
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013.0,3.8728,0.010583191,0.0428,0.0,,8.5,,4324.0,,0.7,20.2695,0.0,0.0,0.0
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013.0,125.94,0.342913723,0.435,0.31,,53.0,,4324.0,,0.7,20.2695,0.0,0.0,0.0
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009.0,5.6,0.02078461,0.06,0.15,,12.7132,,4816.0,0.71,0.5,41.3342,798.8247387,0.243305799,67.58494421
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009.0,237.6,0.651849759,0.68,0.19,,104.0,,4746.0,,0.74,41.3342,0.0,0.0,0.0
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000.0,3.48777,0.006598289,0.04,0.02,,187.5197,,5393.0,0.91,1.47,84.4069,1240.316723,0.62848413,392.8025813
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014.0,1634.0,4.493425134,2.36,0.05,,206.5895,,4550.0,0.639,0.651,27.1665,114.1608787,0.157013557,0.028191173
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020.0,74.2,0.20365327,0.3,0.4,,15.37,,4550.0,0.639,0.651,27.1665,320.1936221,0.157013557,1.74459508
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007.0,714.29999,1.468906666,1.66,0.21,,3108.3774,,4545.0,19.17,2.12,925.214,744.7360527,140.6920721,51.05678332
BD-14 3065 b,BD-14 3065 A,3,1,Transit,2024.0,4.2889731,0.014149666,0.0656,0.066,21.59,3932.0,2.152817331,6935.0,2.35,1.41,589.423,2001.427927,11.4607077,2663.199848
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008.0,655.57,0.0,,0.5439,,1639.99458,,,,0.741,34.4603,,0.0,
BD-210397 b,BD-210397,1,2,Radial Velocity,2023.0,1891.0,5.17605325,2.63,0.1,,214.0,,4051.0,0.747,0.679,23.7324,104.1012989,0.134827979,0.019492544
BD-210397 c,BD-210397,1,2,Radial Velocity,2023.0,6240.0,17.25255705,5.9,0.43,,1525.576354,,,,0.69,23.7324,0.0,0.0,0.0
BEBOP-3 b,BEBOP-3,2,1,Radial Velocity,2025.0,547.0,1.667387577,1.444,0.247,,177.3482511,,6033.0,1.414,1.083,119.052,287.863043,2.376413277,1.13969222
BEBOP-4 AB b,BEBOP-4 A,2,1,Radial Velocity,2025.0,1823.5,5.643139136,3.634,0.428,,8358.887104,,,,1.507,234.294,0.0,0.0,0.0
Barnard b,Barnard's star,1,4,Radial Velocity,2024.0,3.1542,0.008609853,0.0229,0.03,,0.299,,3195.0,0.185,0.162,1.82655,437.8753164,0.003199755,6.101628924
Barnard c,Barnard's star,1,4,Radial Velocity,2025.0,4.1244,0.011268558,0.0274,0.08,,0.335,,3195.0,0.185,0.162,1.82655,400.3067598,0.003199755,4.26202145
Barnard d,Barnard's star,1,4,Radial Velocity,2025.0,2.3402,0.006404412,0.0188,0.04,,0.263,,3195.0,0.185,0.162,1.82655,483.2693818,0.003199755,9.053177976
Barnard e,Barnard's star,1,4,Radial Velocity,2025.0,6.7392,0.018476936,0.0381,0.04,,0.193,,3195.0,0.185,0.162,1.82655,339.4733745,0.003199755,2.204280229
CD Cet b,CD Cet,1,1,Radial Velocity,2020.0,2.2907,0.006271113,0.0185,,,3.95,,3130.0,0.175,0.161,8.60715,464.1827277,0.002637201,7.70548254
CD-35 2722 b,CD-35 2722,1,1,Imaging,2011.0,,0.0,67.0,,17.37392009,9375.938007,9.850830967,3689.0,,,22.3896,0.0,0.0,0.0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011.0,10037.5,28.93012929,2.6,,,3337.1,,580.5,,0.021,,0.0,0.0,0.0
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021.0,8040000.0,23328.47374,200.0,,20.8487041,2479.061575,1.507307,2320.0,0.245,0.0147,,3.915322209,0.001560177,3.90044e-08
CHXR 73 b,CHXR 73,1,1,Imaging,2006.0,,5143.92846,210.0,,,3994.486,,,,0.35,190.374,0.0,0.0,0.0
CI Tau c,CI Tau,1,1,Radial Velocity,2024.0,25.2,0.06899384,0.17,0.58,,1144.182265,,,,,157.998,0.0,0.0,0.0
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021.0,,0.0,,,12.44196858,2542.627256,7.273894473,3406.0,0.388,0.37,10.8864,,0.018177405,
CT Cha b,CT Cha,1,1,Imaging,2007.0,,0.0,440.0,,24.66,5403.0,1.985214093,,,,190.72,0.0,0.0,0.0
CoRoT-1 b,CoRoT-1,1,1,Transit,2008.0,1.5089557,0.0,,0.0,16.7,327.35,0.387270602,5950.0,1.11,0.95,787.909,,1.385490877,
CoRoT-10 b,CoRoT-10,1,1,Transit,2010.0,13.2406,0.036323165,0.1055,0.53,10.87,874.0,3.74950899,5075.0,0.79,0.89,338.386,669.6299057,0.371439614,33.37208181
CoRoT-11 b,CoRoT-11,1,1,Transit,2010.0,2.99433,0.008078447,0.0436,0.0,16.03,740.51,0.990562675,6440.0,1.37,1.27,655.037,1740.661745,2.896506142,1523.707044
CoRoT-12 b,CoRoT-12,1,1,Transit,2010.0,2.828042,0.007751418,0.04016,0.07,16.14,291.438,0.381933001,5675.0,1.116,1.078,1126.37,1442.489265,1.158995374,718.6117174
CoRoT-13 b,CoRoT-13,1,1,Transit,2010.0,4.03519,0.011031689,0.051,0.0,9.92,415.704,2.34639317,5945.0,1.01,1.09,1148.93,1275.671745,1.143246902,439.5412927
CoRoT-14 b,CoRoT-14,1,1,Transit,2010.0,1.51214,0.004173558,0.027,0.0,12.22,2415.4,7.293349794,6035.0,1.21,1.13,1744.6,1948.047562,1.742487568,2390.243578
CoRoT-16 b,CoRoT-16,1,1,Transit,2011.0,5.35227,0.014661606,0.0618,0.33,13.11,170.032,0.415790141,5650.0,1.19,1.098,732.409,1195.471342,1.29472509,339.0007147
CoRoT-17 b,CoRoT-17,1,1,Transit,2011.0,3.7681,0.009705876,0.0461,0.0,11.43,772.29,2.84966179,5740.0,1.59,1.04,1176.12,1625.441974,2.46224729,1158.590111
CoRoT-18 b,CoRoT-18,1,1,Transit,2011.0,1.9000693,0.005198418,0.0295,0.08,14.68,1102.82,1.920781949,5440.0,1.0,0.95,764.889,1527.212149,0.785751916,902.9036669
CoRoT-19 b,CoRoT-19,1,1,Transit,2011.0,3.89713,0.010717709,0.0518,0.047,14.46,352.78,0.642910733,6090.0,1.65,1.21,790.663,1657.318062,3.35990431,1252.181806
CoRoT-2 b,CoRoT-2,2,1,Transit,2008.0,1.7429935,0.004776788,0.02798,0.0143,16.432,1102.82,1.369572268,5625.0,0.906,0.96,213.283,1543.384908,0.73728662,941.7615
CoRoT-20 b,CoRoT-20,1,2,Transit,2011.0,9.24285,0.025287817,0.09,0.59,,1366.669,,,,1.14,844.061,0.0,0.0,0.0
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018.0,1675.0,4.625349679,2.9,0.6,,5403.11,,,,1.14,844.061,0.0,0.0,0.0
CoRoT-21 b,CoRoT-21,1,1,Transit,2012.0,2.72474,0.007497375,0.0417,0.0,14.5717,718.2958,1.279158207,6200.0,1.95,1.29,,2044.336799,5.041106014,2899.03675
CoRoT-22 b,CoRoT-22,1,1,Transit,2014.0,9.75598,0.026618458,0.092,0.077,4.88,12.2,0.578431537,5939.0,1.136,1.099,627.158,1006.282815,1.440455393,170.1861286
CoRoT-23 b,CoRoT-23,1,1,Transit,2011.0,3.6313,0.009849392,0.048,0.16,11.77,889.9,3.007207647,5900.0,1.61,1.14,1060.97,1647.615275,2.818056191,1223.114666
CoRoT-24 b,CoRoT-24,1,2,Transit,2014.0,5.1134,0.01389189,0.056,0.0,3.7,5.7,0.620042248,4950.0,0.86,0.91,591.555,935.3451306,0.398389192,127.03737
CoRoT-24 c,CoRoT-24,1,2,Transit,2014.0,11.759,0.032160176,0.098,0.0,5.0,28.0,1.23424,4950.0,0.86,0.91,591.555,707.0544588,0.398389192,41.48159021
CoRoT-25 b,CoRoT-25,1,1,Transit,2013.0,4.86069,0.013310014,0.0578,0.0,12.11,85.81,0.266230049,6040.0,1.19,1.09,1103.48,1321.47204,1.690952964,506.1460482
CoRoT-26 b,CoRoT-26,1,1,Transit,2013.0,4.20474,0.011554878,0.0526,0.0,14.12,165.26,0.323456034,5590.0,1.79,1.09,1045.18,1572.377896,2.807004724,1014.545795
CoRoT-27 b,CoRoT-27,1,1,Transit,2014.0,3.57532,0.010134814,0.0476,0.065,11.287,3302.11,12.65340941,5900.0,1.08,1.05,1010.28,1355.101705,1.268076363,559.6693222
CoRoT-28 b,CoRoT-28,1,1,Transit,2015.0,5.20851,0.014733817,0.0603,0.047,10.704595,153.82972,0.691004899,5150.0,1.78,1.01,766.183,1349.180491,1.999672024,549.9511904
CoRoT-29 b,CoRoT-29,1,1,Transit,2015.0,2.85057,0.007700077,0.0386,0.082,10.0881,270.1555,1.449897419,5260.0,0.9,0.97,806.507,1224.686203,0.556311254,373.373281
CoRoT-3 b,CoRoT-3,1,1,Transit,2008.0,4.2568,0.0,,0.0,11.32,6883.91,26.14854343,6740.0,1.56,1.37,768.771,,4.505869743,
CoRoT-30 b,CoRoT-30,1,1,Transit,2020.0,9.06005,0.024768553,0.0844,0.007,11.309881,921.707,3.510511325,5650.0,0.91,0.98,1032.23,894.5598442,0.757122976,106.2873386
CoRoT-31 b,CoRoT-31,1,1,Transit,2020.0,4.62941,0.012687949,0.0586,0.02,16.36514,266.9772,0.335634502,5700.0,2.15,1.25,2005.76,1664.779641,4.377903582,1274.884851
CoRoT-32 b,CoRoT-32,1,1,Transit,2018.0,6.71837,0.01820437,0.071,,6.38913,47.6745,1.007192704,5970.0,0.79,1.08,576.683,960.2187476,0.711281244,141.0992352
CoRoT-35 b,CoRoT-35,1,1,Transit,2022.0,3.22748,0.008841486,0.0429,0.0,18.83108758,349.6112477,0.288476729,6390.0,1.65,1.01,1123.21,1910.845891,4.072500732,2212.822541
CoRoT-36 b,CoRoT-36,1,1,Transit,2022.0,5.616531,0.014758049,0.066,0.0,15.80466279,216.1233168,0.301645965,6730.0,1.52,1.32,925.958,1557.31465,4.252431071,976.2238456
CoRoT-4 b,CoRoT-4,1,1,Transit,2008.0,9.20205,0.025068871,0.09,0.0,13.34,228.83,0.531125399,6190.0,1.17,1.16,726.412,1076.152462,1.803118086,222.6071711
CoRoT-5 b,CoRoT-5,1,1,Transit,2009.0,4.0378962,0.011003044,0.04947,0.09,15.558,148.42,0.217161446,6100.0,1.186,1.0,882.472,1440.166495,1.747344624,713.9943043
CoRoT-6 b,CoRoT-6,1,1,Transit,2009.0,8.886593,0.024398017,0.0855,0.1,13.068,940.74,2.322703808,6090.0,1.025,1.05,645.294,1016.734702,1.296602191,177.3676949
CoRoT-7 b,CoRoT-7,1,3,Transit,2009.0,0.85359163,0.0,,0.0,1.68135,4.07660518,4.725805748,5275.0,0.83,0.82,159.906,,0.478559443,
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009.0,3.698,0.010405355,0.046,0.0,,8.4,,5256.0,0.864273,0.899,159.906,1098.53372,0.511461759,241.7116063
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022.0,8.966,0.0,,,,17.142,,5250.0,,0.915,159.906,,0.0,
CoRoT-8 b,CoRoT-8,1,1,Transit,2010.0,6.21229,0.016856581,0.063,0.0,6.39,69.92,1.476557772,5080.0,0.77,0.88,322.037,856.3479822,0.354263288,89.25756822
CoRoT-9 b,CoRoT-9,2,1,Transit,2009.0,95.272656,0.260234872,0.4021,0.133,11.948794,266.9772,0.8622904,5625.0,0.96,0.96,412.98,419.0854522,0.827794284,5.119815101
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018.0,4098.1,19.30708368,5.75,0.0,,3823.273302,,,,0.51,30.5225,0.0,0.0,0.0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013.0,246.36,0.788720483,0.36,0.345,,9057.77,,,,0.075,,0.0,0.0,0.0
DH Tau b,DH Tau,1,1,Imaging,2004.0,,10435.51628,330.0,,,3496.0,,,0.27,0.33,134.846,0.0,0.0,0.0
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019.0,18.57,0.050819264,0.1462,0.083,,24.27,,6196.0,1.26,1.21,62.5388,877.0704395,2.09931001,98.21590693
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019.0,6.584,0.018041111,0.0733,0.057,,9.6,,6196.0,1.26,1.21,62.5388,1238.671579,2.09931001,390.7226855
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019.0,2.882,0.007880903,0.0422,0.07,,3.35,,6196.0,1.26,1.21,62.5388,1632.495282,2.09931001,1178.831344
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019.0,5.516,0.015100064,0.0651,0.07,,4.13,,6196.0,1.26,1.21,62.5388,1314.370085,2.09931001,495.352774
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019.0,5.2072,0.014258403,0.0664,0.078,,138.89171,,6500.0,1.78,1.44,137.94,1622.746932,5.074383441,1150.925261
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019.0,6.6732,0.018261118,0.0662,0.14,,2.58,,5138.0,0.91,0.87,45.23,918.5383218,0.517784487,118.1498176
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023.0,3.4982,0.009562257,0.04853,0.063,,12.2,,6400.0,1.38,1.25,25.3284,1645.605954,2.866605427,1217.15906
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009.0,10220.0,28.21638077,8.19,0.39,,1922.79,,,,0.69,305.684,0.0,0.0,0.0
DS Tuc A b,DS Tuc A,2,1,Transit,2019.0,8.138268,0.0,,0.0,5.7,,0.0,5428.0,0.964,1.01,44.0622,,0.723774493,
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020.0,6.7987,0.012170185,0.0349,0.0,1.047,,0.0,3648.0,0.282,0.287,,500.0093769,0.012635935,10.37424574
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019.0,28.1656,0.0,,,1.87,,0.0,,,0.41,159.259,,0.0,
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021.0,0.72091,0.001973744,,,1.5,,0.0,5633.0,0.94,,706.391,,0.798186838,
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019.0,2.13174,0.0,,,0.692,,0.0,,,0.78,253.026,,0.0,
EPIC 201595106 b,EPIC 201595106,1,2,Transit,2021.0,0.87724,0.002405898,0.0177,0.0,1.565,7.67,11.02564327,5679.0,0.98,0.958,232.1,2037.55693,0.896250634,2860.770004
EPIC 201615463 c,K2-166,1,2,Transit,2019.0,3.80464,0.0,,,1.22,,0.0,,,1.073,476.882,,0.0,
EPIC 201754305 d,K2-16,1,3,Transit,2019.0,2.71578,0.0,,,1.03,,0.0,,,0.67,334.967,,0.0,
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020.0,2.0478,0.005972695,0.0296,0.0,0.90819,,0.0,4520.0,0.655,0.727,,1025.238031,0.160666817,183.3761148
EPIC 201833600 c,K2-50,1,2,Transit,2019.0,3.96151,0.0,,,1.0,,0.0,,,0.611,257.443,,0.0,
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019.0,4.1698,0.007311641,0.035,,1.04,,0.0,5053.0,0.628461,0.802,436.488,1032.442612,0.231016876,188.5852051
EPIC 205950854 c,K2-168,1,2,Transit,2019.0,8.050722,0.0,,,1.31,,0.0,5502.7,0.83,0.877,243.935,,0.566694999,
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019.0,4.50756,0.0,,,1.7,,0.0,,,0.928,369.888,,0.0,
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021.0,0.911724,0.002496164,,,1.4,,0.0,5724.0,1.1,,369.888,,1.16539653,
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021.0,14.647531,0.040102754,,,2.6,,0.0,5724.0,1.1,,369.888,,1.16539653,
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019.0,2.87814,0.0,,,1.01,,0.0,,,0.221,161.365,,0.0,
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019.0,5.2986,0.014506776,,,1.7,,0.0,4114.0,0.5,,451.769,,0.064252053,
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021.0,0.354884,0.000971619,,,1.2,,0.0,4114.0,0.5,,451.769,,0.064252053,
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019.0,2.255436,0.006175047,,,1.0,,0.0,3297.0,0.25,,109.888,,0.006625912,
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019.0,1.58252,0.0,,,0.96,,0.0,,,0.711,314.35,,0.0,
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022.0,17.515472,0.0,,,2.094,,0.0,4752.0,0.758,0.832,314.35,,0.262865741,
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016.0,21.1701963,0.052463349,0.1195,,1.92,,0.0,4057.0,0.58,0.62,186.197,430.9694946,0.081764704,5.725719355
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018.0,19.49221,0.053333094,0.1493,,5.76,,0.0,6069.0,1.39,1.17,181.69,892.906763,2.35173293,105.5038687
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019.0,2.289363,0.0,,,1.48,,0.0,5171.0,0.8,0.83,418.395,,0.410551814,
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2021.0,5.213965,0.0,,,2.27,,0.0,5171.0,0.8,0.83,418.395,,0.410551814,
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019.0,18.0983,0.0,,,2.17,,0.0,,,1.106,611.804,,0.0,
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019.0,34.885,0.0,,,1.6,,0.0,,,0.912,283.29,,0.0,
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019.0,15.28078,0.0,,,1.26,,0.0,6004.0,0.98,0.99,320.07,,1.119707883,
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2021.0,23.228555,0.0,,,2.32,,0.0,6004.0,0.98,0.99,320.07,,1.119707883,
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021.0,0.578657,0.001584277,,,1.2,,0.0,5765.0,0.93,,561.929,,0.857142429,
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021.0,11.811437,0.032337952,,,2.3,,0.0,5765.0,0.93,,561.929,,0.857142429,
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019.0,13.603,0.036932998,0.098,0.2,2.586,,0.0,4684.0,0.673,0.69,336.25,591.8652734,0.19560841,20.36738968
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019.0,65.55,0.178366176,0.28,0.2,2.69,,0.0,4684.0,0.673,0.69,336.25,350.1522178,0.19560841,2.495005236
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021.0,0.762406,0.002087354,,,0.99,,0.0,5620.0,0.89,,624.512,,0.708949214,
EPIC 220554210 c,K2-282,1,2,Transit,2019.0,0.70531,0.001931034,,,1.6,,0.0,5499.0,1.0,,496.289,,0.820398256,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016.0,0.5713127,0.001576368,0.01314,0.0,1.676,7.8,9.129020003,5578.0,0.99,0.913,244.59,2334.586142,0.851283624,4930.415822
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016.0,13.33989,0.036784444,0.1073,0.17,2.84,7.32,1.760790392,5578.0,0.99,0.913,244.59,816.9730395,0.851283624,73.93921492
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021.0,0.728113,0.001993465,,,1.1,,0.0,3782.0,0.32,,150.124,,0.018796453,
EPIC 229004835 b,EPIC 229004835,1,1,Transit,2023.0,16.141132,0.044174199,0.1237,0.23,2.332,10.4,4.51855216,5868.0,0.999,0.97,121.971,804.0804038,1.061649714,69.38120652
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018.0,6.180235,0.016936531,0.07229,,11.780659,953.49,3.21335706,6202.0,1.586,1.317,372.632,1400.734159,3.339052623,638.9499111
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018.0,3650.0,10.0623059,4.5,0.0,12.44199,4131.79,11.82007671,4898.0,2.7,0.9,551.886,182.9388247,3.764371714,0.185894899
